DES,AAPL,STK,SMART/ARCA,,,,,,
DES,IBM,STK,SMART/ARCA,,,,,,
DES,GE,STK,SMART/ARCA,,,,,,
DES,XOM,STK,SMART/ARCA,,,,,,
DES,HPQ,STK,SMART/ARCA,,,,,,
DES,CAT,STK,SMART/ARCA,,,,,,
DES,QQQ,STK,SMART/ARCA,,,,,,
DES,GOOG,STK,SMART/ARCA,,,,,,



















