DES,RDN,STK,SMART,,,,,BOT|4/15/2011|3|+NRB|+NRB
DES,CDE,STK,SMART,,,,,BOT|4/15/2011|3|+NRB|+NRB
DES,GOOG,STK,SMART,,,,,SLD|4/15/2011|2|+NRB|+NRB
DES,INFY,STK,SMART,,,,,SLD|4/15/2011|2|+NRB|+NRB
DES,TITN,STK,SMART,,,,,BOT|4/18/2011|3|+NRB|+DD
DES,AONE,STK,SMART,,,,,BOT|4/18/2011|3|+NRB|+DD
DES,GPS,STK,SMART,,,,,SLD|4/18/2011|3|+NRB|+DD
DES,THC,STK,SMART,,,,,SLD|4/18/2011|3|+NRB|+DD
DES,JNJ,STK,SMART,,,,,BOT|4/19/2011|2|+NRB|+NRB
DES,PKD,STK,SMART,,,,,BOT|4/19/2011|3|+NRB|+NRB
DES,ZION,STK,SMART,,,,,BOT|4/19/2011|3|+NRB|+NRB
DES,PCAR,STK,SMART,,,,,BOT|4/19/2011|3|+NRB|+NRB
DES,STLD,STK,SMART,,,,,BOT|4/19/2011|3|+NRB|+NRB
DES,OMC,STK,SMART,,,,,SLD|4/19/2011|2|+NRB|+NRB
DES,HOG,STK,SMART,,,,,SLD|4/19/2011|3|+NRB|+NRB
DES,NYB,STK,SMART,,,,,SLD|4/19/2011|3|+NRB|+NRB
DES,TXN,STK,SMART,,,,,SLD|4/19/2011|3|+NRB|+NRB
DES,WYNN,STK,SMART,,,,,BOT|4/20/2011|2|-NRB|+NRB
DES,KCG,STK,SMART,,,,,BOT|4/20/2011|2|-NRB|+NRB
DES,CIT,STK,SMART,,,,,BOT|4/20/2011|3|-NRB|+NRB
DES,FCX,STK,SMART,,,,,BOT|4/20/2011|3|-NRB|+NRB
DES,ALU,STK,SMART,,,,,BOT|4/20/2011|3|-NRB|+NRB
DES,ALV,STK,SMART,,,,,BOT|4/20/2011|3|-NRB|+NRB
DES,UTX,STK,SMART,,,,,BOT|4/20/2011|3|-NRB|+NRB
DES,CREE,STK,SMART,,,,,SLD|4/20/2011|3|-NRB|+NRB
DES,WFC,STK,SMART,,,,,SLD|4/20/2011|3|-NRB|+NRB
DES,SLM,STK,SMART,,,,,BOT|4/21/2011|2|+NRB|-NRB
DES,RRR,STK,SMART,,,,,BOT|4/21/2011|2|+NRB|-NRB
DES,BAX,STK,SMART,,,,,BOT|4/21/2011|2|+NRB|-NRB
DES,YUM,STK,SMART,,,,,BOT|4/21/2011|2|+NRB|-NRB
DES,ETFC,STK,SMART,,,,,BOT|4/21/2011|2|+NRB|-NRB
DES,FFIV,STK,SMART,,,,,BOT|4/21/2011|3|+NRB|-NRB
DES,TSCO,STK,SMART,,,,,BOT|4/21/2011|3|+NRB|-NRB
DES,EW,STK,SMART,,,,,BOT|4/21/2011|3|+NRB|-NRB
DES,UNH,STK,SMART,,,,,BOT|4/21/2011|3|+NRB|-NRB
DES,COV,STK,SMART,,,,,BOT|4/21/2011|3|+NRB|-NRB
DES,TROW,STK,SMART,,,,,SLD|4/21/2011|2|+NRB|-NRB
DES,FITB,STK,SMART,,,,,SLD|4/21/2011|3|+NRB|-NRB
DES,VZ,STK,SMART,,,,,SLD|4/21/2011|3|+NRB|-NRB
DES,LRCX,STK,SMART,,,,,SLD|4/21/2011|3|+NRB|-NRB
DES,PLCM,STK,SMART,,,,,BOT|4/25/2011|3|-NRB|-NRB
DES,IGT,STK,SMART,,,,,BOT|4/25/2011|3|-NRB|-NRB
DES,KMB,STK,SMART,,,,,SLD|4/25/2011|3|-NRB|-NRB
DES,DAL,STK,SMART,,,,,BOT|4/26/2011|2|-NRB|+NRB
DES,LO,STK,SMART,,,,,BOT|4/26/2011|3|-NRB|+NRB
DES,AKS,STK,SMART,,,,,BOT|4/26/2011|3|-NRB|+NRB
DES,AGCO,STK,SMART,,,,,BOT|4/26/2011|3|-NRB|+NRB
DES,ITW,STK,SMART,,,,,BOT|4/26/2011|3|-NRB|+NRB
DES,LXK,STK,SMART,,,,,SLD|4/26/2011|2|-NRB|+NRB
DES,ELX,STK,SMART,,,,,SLD|4/26/2011|2|-NRB|+NRB
DES,NFLX,STK,SMART,,,,,SLD|4/26/2011|3|-NRB|+NRB
DES,ESRX,STK,SMART,,,,,SLD|4/26/2011|3|-NRB|+NRB
DES,ETFC,STK,SMART,,,,,SLD|4/26/2011|3|-NRB|+NRB
DES,MAS,STK,SMART,,,,,SLD|4/26/2011|3|-NRB|+NRB
DES,BHI,STK,SMART,,,,,BOT|4/27/2011|3|-NRB|+NRB
DES,ARW,STK,SMART,,,,,BOT|4/27/2011|3|-NRB|+NRB
DES,WHR,STK,SMART,,,,,BOT|4/27/2011|3|-NRB|+NRB
DES,ILMN,STK,SMART,,,,,BOT|4/27/2011|3|-NRB|+NRB
DES,MIPS,STK,SMART,,,,,SLD|4/27/2011|2|-NRB|+NRB
DES,OC,STK,SMART,,,,,SLD|4/27/2011|2|-NRB|+NRB
DES,BRCM,STK,SMART,,,,,SLD|4/27/2011|3|-NRB|+NRB
DES,RCL,STK,SMART,,,,,BOT|4/28/2011|3|-NRB|+NRB
DES,CYH,STK,SMART,,,,,BOT|4/28/2011|3|-NRB|+NRB
DES,NIHD,STK,SMART,,,,,BOT|4/28/2011|3|-NRB|+NRB
DES,NSC,STK,SMART,,,,,BOT|4/28/2011|3|-NRB|+NRB
DES,AET,STK,SMART,,,,,BOT|4/28/2011|3|-NRB|+NRB
DES,NVLS,STK,SMART,,,,,SLD|4/28/2011|2|-NRB|+NRB
DES,ITMN,STK,SMART,,,,,SLD|4/28/2011|3|-NRB|+NRB
DES,ARRS,STK,SMART,,,,,SLD|4/28/2011|3|-NRB|+NRB
DES,FLEX,STK,SMART,,,,,SLD|4/28/2011|3|-NRB|+NRB
DES,AKAM,STK,SMART,,,,,SLD|4/28/2011|3|-NRB|+NRB
