DES,AAPL,STK,SMART/ISLAND,,,,,,
DES,IBM,STK,SMART/ISLAND,,,,,,
DES,GE,STK,SMART/ISLAND,,,,,,
DES,XOM,STK,SMART/ISLAND,,,,,,
DES,HPQ,STK,SMART/ISLAND,,,,,,
DES,CAT,STK,SMART/ISLAND,,,,,,
DES,QQQ,STK,SMART/ISLAND,,,,,,
DES,GOOG,STK,SMART/ISLAND,,,,,,



















