DES,AAPL,STK,SMART/ISLAND,,,,,,|BOT
DES,MRVL,STK,SMART/ISLAND,,,,,,|BOT
DES,GE,STK,SMART/ISLAND,,,,,,|BOT

DES,CAT,STK,SMART/ISLAND,,,,,,|BOT
DES,HPQ,STK,SMART/ISLAND,,,,,,|BOT

DES,DELL,STK,SMART/ISLAND,,,,,,|BOT

DES,AMZN,STK,SMART/ISLAND,,,,,,|SLD

DES,NVDA,STK,SMART/ISLAND,,,,,,|SLD
DES,SNDK,STK,SMART/ISLAND,,,,,,|SLD

DES,CSCO,STK,SMART/ISLAND,,,,,,|SLD
DES,MSFT,STK,SMART/ISLAND,,,,,,|SLD
DES,ORCL,STK,SMART/ISLAND,,,,,,|SLD


