DES,AAPL,STK,SMART,,,,,,BOT
DES,MRVL,STK,SMART,,,,,,BOT
DES,GE,STK,SMART,,,,,,BOT

DES,CAT,STK,SMART,,,,,,BOT
DES,HPQ,STK,SMART,,,,,,BOT

DES,DELL,STK,SMART,,,,,,BOT

DES,AMZN,STK,SMART,,,,,,SLD

DES,NVDA,STK,SMART,,,,,,SLD
DES,SNDK,STK,SMART,,,,,,SLD

DES,CSCO,STK,SMART,,,,,,SLD
DES,MSFT,STK,SMART,,,,,,SLD
DES,ORCL,STK,SMART,,,,,,SLD


