DES,CYTR,STK,SMART/ISLAND,,,,,USD,|BOT|01/06/2015|3|+NRB|+NRB|-WRB
DES,FRO,STK,SMART/ISLAND,,,,,USD,|BOT|01/06/2015|3|+NRB|+NRB|-WRB
DES,CMC,STK,SMART/ISLAND,,,,,USD,|SLD|01/06/2015|3|+NRB|+NRB|-WRB
DES,XOOM,STK,SMART/ISLAND,,,,,USD,|SLD|01/06/2015|3|+NRB|+NRB|-WRB
DES,KORS,STK,SMART/ISLAND,,,,,USD,|SLD|01/06/2015|3|+NRB|+NRB|-WRB
DES,JCP,STK,SMART/ISLAND,,,,,USD,|BOT|01/07/2015|3|+NRB|+NRB|+NRB
DES,ARNA,STK,SMART/ISLAND,,,,,USD,|BOT|01/07/2015|3|+NRB|+NRB|+NRB
DES,SONC,STK,SMART/ISLAND,,,,,USD,|BOT|01/07/2015|3|+NRB|+NRB|+NRB
DES,FRO,STK,SMART/ISLAND,,,,,USD,|BOT|01/07/2015|3|+NRB|+NRB|+NRB
DES,MU,STK,SMART/ISLAND,,,,,USD,|SLD|01/07/2015|3|+NRB|+NRB|+NRB
DES,RPM,STK,SMART/ISLAND,,,,,USD,|SLD|01/07/2015|3|+NRB|+NRB|+NRB
DES,STZ,STK,SMART/ISLAND,,,,,USD,|BOT|01/08/2015|3|+NRB|+NRB|+NRB
DES,PIR,STK,SMART/ISLAND,,,,,USD,|BOT|01/08/2015|3|+NRB|+NRB|+NRB
DES,ISIS,STK,SMART/ISLAND,,,,,USD,|BOT|01/08/2015|3|+NRB|+NRB|+NRB
DES,NBIX,STK,SMART/ISLAND,,,,,USD,|BOT|01/08/2015|3|+NRB|+NRB|+NRB
DES,GPN,STK,SMART/ISLAND,,,,,USD,|BOT|01/08/2015|3|+NRB|+NRB|+NRB
DES,APOL,STK,SMART/ISLAND,,,,,USD,|SLD|01/08/2015|3|+NRB|+NRB|+NRB
DES,SIG,STK,SMART/ISLAND,,,,,USD,|SLD|01/08/2015|3|+NRB|+NRB|+NRB
DES,INFY,STK,SMART/ISLAND,,,,,USD,|BOT|01/09/2015|3|+NRB|-NRB|-NRB
DES,BBBY,STK,SMART/ISLAND,,,,,USD,|SLD|01/09/2015|3|+NRB|-NRB|-NRB
DES,RT,STK,SMART/ISLAND,,,,,USD,|SLD|01/09/2015|3|+NRB|-NRB|-NRB
DES,FIVE,STK,SMART/ISLAND,,,,,USD,|SLD|01/09/2015|3|+NRB|-NRB|-NRB
DES,CNAT,STK,SMART/ISLAND,,,,,USD,|SLD|01/09/2015|3|+NRB|-NRB|-NRB
DES,BMY,STK,SMART/ISLAND,,,,,USD,|BOT|01/12/2015|3|+NRB|-NRB|-NRB
DES,LULU,STK,SMART/ISLAND,,,,,USD,|BOT|01/12/2015|3|+NRB|-NRB|-NRB
DES,NPSP,STK,SMART/ISLAND,,,,,USD,|BOT|01/12/2015|3|+NRB|-NRB|-NRB
DES,TKMR,STK,SMART/ISLAND,,,,,USD,|BOT|01/12/2015|3|+NRB|-NRB|-NRB
DES,FMI,STK,SMART/ISLAND,,,,,USD,|BOT|01/12/2015|3|+NRB|-NRB|-NRB
DES,TIF,STK,SMART/ISLAND,,,,,USD,|SLD|01/12/2015|3|+NRB|-NRB|-NRB
DES,SNDK,STK,SMART/ISLAND,,,,,USD,|SLD|01/12/2015|3|+NRB|-NRB|-NRB
DES,AA,STK,SMART/ISLAND,,,,,USD,|BOT|01/13/2015|3|+NRB|+NRB|-WRB
DES,PCYC,STK,SMART/ISLAND,,,,,USD,|BOT|01/13/2015|3|+NRB|+NRB|-WRB
DES,GME,STK,SMART/ISLAND,,,,,USD,|BOT|01/14/2015|3|-WRB|+NRB|+NRB
DES,ZIOP,STK,SMART/ISLAND,,,,,USD,|BOT|01/14/2015|3|-WRB|+NRB|+NRB
DES,TSLA,STK,SMART/ISLAND,,,,,USD,|SLD|01/14/2015|3|-WRB|+NRB|+NRB
DES,JPM,STK,SMART/ISLAND,,,,,USD,|SLD|01/14/2015|3|-WRB|+NRB|+NRB
DES,WFC,STK,SMART/ISLAND,,,,,USD,|SLD|01/14/2015|3|-WRB|+NRB|+NRB
DES,FCX,STK,SMART/ISLAND,,,,,USD,|SLD|01/14/2015|3|-WRB|+NRB|+NRB
DES,PPC,STK,SMART/ISLAND,,,,,USD,|BOT|01/15/2015|3|+NRB|-NRB|-WRB
DES,TGT,STK,SMART/ISLAND,,,,,USD,|BOT|01/15/2015|3|+NRB|-NRB|-WRB
DES,TSM,STK,SMART/ISLAND,,,,,USD,|BOT|01/15/2015|3|+NRB|-NRB|-WRB
DES,BBY,STK,SMART/ISLAND,,,,,USD,|SLD|01/15/2015|3|+NRB|-NRB|-WRB
DES,BAC,STK,SMART/ISLAND,,,,,USD,|SLD|01/15/2015|3|+NRB|-NRB|-WRB
DES,BBRY,STK,SMART/ISLAND,,,,,USD,|SLD|01/15/2015|3|+NRB|-NRB|-WRB
DES,PNC,STK,SMART/ISLAND,,,,,USD,|BOT|01/16/2015|3|-NRB|-NRB|-NRB
DES,ATVI,STK,SMART/ISLAND,,,,,USD,|BOT|01/16/2015|3|-NRB|-NRB|-NRB
DES,UBS,STK,SMART/ISLAND,,,,,USD,|SLD|01/16/2015|3|-NRB|-NRB|-NRB
DES,PCP,STK,SMART/ISLAND,,,,,USD,|SLD|01/16/2015|3|-NRB|-NRB|-NRB
DES,SWHC,STK,SMART/ISLAND,,,,,USD,|BOT|01/20/2015|3|+NRB|+NRB|-NRB
DES,MTG,STK,SMART/ISLAND,,,,,USD,|BOT|01/20/2015|3|+NRB|+NRB|-NRB
